:START_ID,:TYPE,:END_ID
Stan_Marsh,HAS_CLOSE_FRIENDS,Token_Black
Stan_Marsh,HAS_CLOSE_FRIENDS,Jimmy_Valmer
Stan_Marsh,HAS_CLOSE_FRIENDS,Timmy_Burch
Stan_Marsh,HAS_CLOSE_FRIENDS,Tweek_Tweak
Stan_Marsh,HAS_CLOSE_FRIENDS,Bebe_Stevens
Stan_Marsh,HAS_CLOSE_FRIENDS,Red
Stan_Marsh,HAS_CLOSE_FRIENDS,Scott_Malkinson
Stan_Marsh,HAS_CLOSE_FRIENDS,David_Rodriguez
Stan_Marsh,HAS_CLOSE_FRIENDS,Kevin_Stoley
Stan_Marsh,HAS_CLOSE_FRIENDS,Bradley_Biggle
Stan_Marsh,HAS_CLOSE_FRIENDS,Dog_Poo_Petuski
Stan_Marsh,HAS_CLOSE_FRIENDS,Jason_White
Stan_Marsh,HAS_CLOSE_FRIENDS,Francis
Stan_Marsh,HAS_CLOSE_FRIENDS,Heidi_Turner
Stan_Marsh,HAS_CLOSE_FRIENDS,Annie_Knitts
Stan_Marsh,HAS_CLOSE_FRIENDS,Lola
Stan_Marsh,HAS_CLOSE_FRIENDS,Jenny_Simons
Stan_Marsh,HAS_CLOSE_FRIENDS,Goth_Kids
Stan_Marsh,HAS_CLOSE_FRIENDS,Gary_Harrison
Stan_Marsh,HAS_CLOSE_FRIENDS,Bridon_Gueermo
Stan_Marsh,HAS_CLOSE_FRIENDS,Chef
Stan_Marsh,HAS_CLOSE_FRIENDS,Satan
Stan_Marsh,HAS_CLOSE_FRIENDS,Ned_Gerblansky
Stan_Marsh,HAS_ROLE_MODELS,John_Elway
Stan_Marsh,HAS_ROLE_MODELS,Terrance
Stan_Marsh,HAS_ROLE_MODELS,Phillip
Stan_Marsh,HAS_RIVALS,Bill_Allen
Stan_Marsh,HAS_RIVALS,Fosse_McDonald
Stan_Marsh,HAS_RIVALS,Gavin_Throttle
Stan_Marsh,HAS_RIVALS,Gregory_of_Yardale
Stan_Marsh,HAS_RIVALS,Tad_McKowski
Stan_Marsh,HAS_RIVALS,Terrence_Mephesto
Stan_Marsh,HAS_RIVALS,Trent_Boyett
Stan_Marsh,HAS_RIVALS,Mrs_Streibel
Stan_Marsh,HAS_RIVALS,Orange_County_Dance_Crew
Stan_Marsh,HAS_RIVALS,Woodland_Critters
Stan_Marsh,HAS_RIVALS,Puff_Daddy
Stan_Marsh,HAS_RIVALS,Marcus_Preston
Stan_Marsh,HAS_GROUPS,The_Boys
Stan_Marsh,HAS_GROUPS,The_Boys_Preschool
Stan_Marsh,HAS_GROUPS,The_Avengers
Stan_Marsh,HAS_GROUPS,The_Fellowship_of_the_Lord_of_the_Rings
Stan_Marsh,HAS_GROUPS,Fighters_of_Zaron
Stan_Marsh,HAS_GROUPS,Coon_and_Friends
Stan_Marsh,HAS_GROUPS,Laundromat_Boys
Stan_Marsh,HAS_GROUPS,Metrosexual_Boys
Stan_Marsh,HAS_GROUPS,Ninjas_of_Tokugawa
Stan_Marsh,HAS_GROUPS,Obese_World_of_Warcraft_Boys
Stan_Marsh,HAS_GROUPS,South_Park_Junior_Detectives
Stan_Marsh,HAS_GROUPS,Super_Awesome_Talent_Agency
Stan_Marsh,HAS_GROUPS,The_Washington_Redskins_Company
Stan_Marsh,HAS_GROUPS,Getting_Gay_With_Kids
Stan_Marsh,HAS_GROUPS,La_Resistance
Stan_Marsh,HAS_GROUPS,South_Park_Ninja_Clan
Stan_Marsh,HAS_GROUPS,Red_Hot_Catholic_Love
Stan_Marsh,HAS_MUSIC_GROUPS,Fingerbang
Stan_Marsh,HAS_MUSIC_GROUPS,The_Llama_Brothers
Stan_Marsh,HAS_MUSIC_GROUPS,South_Park_Childrens_Choir
Stan_Marsh,HAS_MUSIC_GROUPS,Church_Choir
Stan_Marsh,HAS_MUSIC_GROUPS,Moop
Stan_Marsh,HAS_MUSIC_GROUPS,South_Park_Diggities
Stan_Marsh,HAS_MUSIC_GROUPS,Put_it_Down_Choir
Stan_Marsh,HAS_SPORTS,Flashback_Pee_Wee_Hockey_Team
Stan_Marsh,HAS_SPORTS,World_Takedown_Federation
Stan_Marsh,HAS_SPORTS,Cows_Dodgeball_Players
Stan_Marsh,HAS_SPORTS,Cows_Football_Players
Stan_Marsh,HAS_SPORTS,Cows_Sarcastaball_Players
Stan_Marsh,HAS_SPORTS,Baseball_Team
Stan_Marsh,HAS_SPORTS,WTF
Stan_Marsh,HAS_ADULT-ASSOCIATED_GROUPS,Church_of_Scientology
Stan_Marsh,HAS_ADULT-ASSOCIATED_GROUPS,PETA
Stan_Marsh,HAS_ADULT-ASSOCIATED_GROUPS,Secret_Society_of_Cynics
Stan_Marsh,HAS_ADULT-ASSOCIATED_GROUPS,Whale_Wars_Crew
Stan_Marsh,HAS_RESIDENCE,Marsh_Residence
Kyle_Broflovski,FULL_NAME,Kyle Broflovski
Kyle_Broflovski,HAS_GENDER,Male
Kyle_Broflovski,HAS_AGE,9
Kyle_Broflovski,HAS_HAIR_COLOR,RedAuburn
Kyle_Broflovski,HAS_OCCUPATION,Student
Kyle_Broflovski,HAS_GRADE,4th_Grade
Kyle_Broflovski,HAS_ALIASES,High_Jew_Elf_King
Kyle_Broflovski,HAS_ALIASES,Paladin_Kyle
Kyle_Broflovski,HAS_ALIASES,The_Human_Kite
Kyle_Broflovski,HAS_ALIASES,Kyley_B
Kyle_Broflovski,HAS_ALIASES,Kyle_of_the_DeVry_Institute
Kyle_Broflovski,HAS_ALIASES,Fart_Boy
Kyle_Broflovski,HAS_RELIGION,Judasim
Kyle_Broflovski,HAS_RELIGION,tholic_temporarily
Kyle_Broflovski,HAS_FATHER,Gerald_Broflovski
Kyle_Broflovski,HAS_MOTHER,Sheila_Broflovski
Kyle_Broflovski,HAS_BROTHER,Ike_Broflovski
Kyle_Broflovski,HAS_GRANDMOTHER,Cleo_Broflovski
Kyle_Broflovski,HAS_UNCLE,Murrey_Broflovski
Kyle_Broflovski,HAS_COUSIN,Kyle_Schwartz
Kyle_Broflovski,HAS_VOICED_BY,Matt_Stone
Kyle_Broflovski,HAS_FIRST_APPEARANCE,The_Spirit_of_Christmas_Jesus_vs_Frosty
Kyle_Broflovski,HAS_ALTER_EGOS,Jewbilee
Kyle_Broflovski,HAS_ALTER_EGOS,Paladin_Kyle
Kyle_Broflovski,HAS_ALTER_EGOS,Good_Times_With_Weapons
Kyle_Broflovski,HAS_ALTER_EGOS,Mr_Garrisons_Fancy_New_Vagina
Kyle_Broflovski,HAS_ALTER_EGOS,WTF
Kyle_Broflovski,HAS_ALTER_EGOS,Kyley_B
Kyle_Broflovski,HAS_ALTER_EGOS,The_Human_Kite
Kyle_Broflovski,HAS_ALTER_EGOS,The_Last_of_the_Meheecans
Kyle_Broflovski,HAS_ALTER_EGOS,Ginger_Cow
Kyle_Broflovski,HAS_ALTER_EGOS,High_Jew_Elf_King
Kyle_Broflovski,HAS_ALTER_EGOS,Naughty_Ninjas
Kyle_Broflovski,HAS_ALTER_EGOS,Rabbit_Mask
Kyle_Broflovski,HAS_ALTER_EGOS,SUPER_HARD_PCness
Kyle_Broflovski,HAS_PHONE_DESTROYER_OUTFITS,Gunslinger_Kyle
Kyle_Broflovski,HAS_PHONE_DESTROYER_OUTFITS,The_Master_Ninjew
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Something_You_Can_Do_With_Your_Finger
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,The_Simpsons_Already_Did_It
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Kyle_Crab_Person
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Good_Times_With_Weapons
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,The_Passion_of_the_Jew
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Woodland_Critter_Christmas
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Kyle_Black_Basketball
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Miss_Teacher_Bangs_a_Boy
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Britneys_New_Look
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Jewpacabra
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Stunning_and_Brave
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Douche_and_a_Danish
Kyle_Broflovski,HAS_ADDITIONAL_EGOS,Rabbi_Kyle
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Kyle_Broflovski
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,SUPER_HARD_PCness
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Kyle_in_Pajamas
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Terrance_and_Phillip_Behind_the_Blow
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Doubling_Down
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Toilet_Paper
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Mr_Garrisons_Fancy_New_Vagina
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Kyle_Poop_Ridden
Kyle_Broflovski,HAS_OCCASIONAL_LOOKS,Kyle_Nobel_Peace_Prize
Kyle_Broflovski,HAS_HALLOWEEN_COSTUMES,Pinkeye
Kyle_Broflovski,HAS_HALLOWEEN_COSTUMES,Pinkeye
Kyle_Broflovski,HAS_HALLOWEEN_COSTUMES,Pinkeye
Kyle_Broflovski,HAS_HALLOWEEN_COSTUMES,Korns_Groovy_Pirate_Ghost_Mystery
Kyle_Broflovski,HAS_HALLOWEEN_COSTUMES,A_Nightmare_on_Face_Time
Kyle_Broflovski,HAS_FAMILY,Gerald_Broflovski
Kyle_Broflovski,HAS_FAMILY,Sheila_Broflovski
Kyle_Broflovski,HAS_FAMILY,Murrey_Broflovski
Kyle_Broflovski,HAS_FAMILY,Ike_Broflovski
Kyle_Broflovski,HAS_FAMILY,Kyle_Schwartz
Kyle_Broflovski,HAS_FAMILY,Cleo_Broflovski
Kyle_Broflovski,HAS_RELATIONSHIPS,Bebe_Stevens
Kyle_Broflovski,HAS_RELATIONSHIPS,Rebecca_Cotswolds
Kyle_Broflovski,HAS_RELATIONSHIPS,Nichole
Kyle_Broflovski,HAS_RELATIONSHIPS,Leslie_Meyers
Kyle_Broflovski,HAS_RELATIONSHIPS,Heidi_Turner
Kyle_Broflovski,HAS_SUPER_BEST_FRIEND,Stan_Marsh
Kyle_Broflovski,HAS_BEST_FRIEND,Mr_Hankey
Kyle_Broflovski,HAS_ARCH_RIVAL,Eric_Cartman
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Kenny_McCormick
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Butters_Stotch
Kyle_Broflovski,HAS_CLOSE_FRIENDS,David_Rodriguez
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Craig_Tucker
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Clyde_Donovan
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Token_Black
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Jimmy_Valmer
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Timmy_Burch
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Tweek_Tweak
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Wendy_Testaburger
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Bebe_Stevens
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Red
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Scott_Malkinson
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Kevin_Stoley
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Bradley_Biggle
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Dog_Poo_Petuski
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Jason_White
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Francis
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Annie_Knitts
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Lola
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Jenny_Simons
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Chef
Kyle_Broflovski,HAS_CLOSE_FRIENDS,Jesus_Christ
Kyle_Broflovski,HAS_RIVALS,Mark_Cotswolds
Kyle_Broflovski,HAS_RIVALS,Terrence_Mephesto
Kyle_Broflovski,HAS_RIVALS,Trent_Boyett
Kyle_Broflovski,HAS_RIVALS,PC_Principal
Kyle_Broflovski,HAS_RIVALS,Mrs_Streibel
Kyle_Broflovski,HAS_IDOLS,John_Elway
Kyle_Broflovski,HAS_IDOLS,Robert_Smith
Kyle_Broflovski,HAS_IDOLS,Caitlyn_Jenner
Kyle_Broflovski,HAS_IDOLS,Denver_Nuggets
Kyle_Broflovski,HAS_IDOLS,Terrance
Kyle_Broflovski,HAS_IDOLS,Phillip
Kyle_Broflovski,HAS_GROUPS,The_Boys
Kyle_Broflovski,HAS_GROUPS,The_Boys_Preschool
Kyle_Broflovski,HAS_GROUPS,The_Avengers
Kyle_Broflovski,HAS_GROUPS,The_Fellowship_of_the_Lord_of_the_Rings
Kyle_Broflovski,HAS_GROUPS,Fighters_of_Zaron
Kyle_Broflovski,HAS_GROUPS,Laundromat_Boys
Kyle_Broflovski,HAS_GROUPS,Metrosexual_Boys
Kyle_Broflovski,HAS_GROUPS,Ninjas_of_Tokugawa
Kyle_Broflovski,HAS_GROUPS,Obese_World_of_Warcraft_Boys
Kyle_Broflovski,HAS_GROUPS,South_Park_Junior_Detectives
Kyle_Broflovski,HAS_GROUPS,Super_Awesome_Talent_Agency
Kyle_Broflovski,HAS_GROUPS,The_Washington_Redskins_Company
Kyle_Broflovski,HAS_GROUPS,Getting_Gay_With_Kids
Kyle_Broflovski,HAS_GROUPS,La_Resistance
Kyle_Broflovski,HAS_GROUPS,Coon_and_Friends
Kyle_Broflovski,HAS_GROUPS,Jew_Scouts
Kyle_Broflovski,HAS_GROUPS,Ugly_Kids
Kyle_Broflovski,HAS_GROUPS,South_Park_Ninja_Clan
Kyle_Broflovski,HAS_MUSIC_GROUPS,Fingerbang
Kyle_Broflovski,HAS_MUSIC_GROUPS,The_Llama_Brothers
Kyle_Broflovski,HAS_MUSIC_GROUPS,South_Park_Childrens_Choir
Kyle_Broflovski,HAS_MUSIC_GROUPS,Moop
Kyle_Broflovski,HAS_MUSIC_GROUPS,Put_it_Down_Choir
Kyle_Broflovski,HAS_MUSIC_GROUPS,Barbershop_Quartet
Kyle_Broflovski,HAS_SPORT_TEAMS,Flashback_Pee_Wee_Hockey_Team
Kyle_Broflovski,HAS_SPORT_TEAMS,World_Takedown_Federation
Kyle_Broflovski,HAS_SPORT_TEAMS,Cows_Dodgeball_Players
Kyle_Broflovski,HAS_SPORT_TEAMS,Cows_Football_Players
Kyle_Broflovski,HAS_SPORT_TEAMS,Cows_Sarcastaball_Players
Kyle_Broflovski,HAS_SPORT_TEAMS,Baseball_Team
Kyle_Broflovski,HAS_SPORT_TEAMS,WTF
Kyle_Broflovski,HAS_RESIDENCE,Broflovski_Residence
Eric_Cartman,FULL_NAME,Eric Theodore Cartman
Eric_Cartman,HAS_GENDER,Male
Eric_Cartman,HAS_AGE,10
Eric_Cartman,HAS_HAIR_COLOR,Brown
Eric_Cartman,HAS_PENIS_SIZE,12_inches
Eric_Cartman,HAS_OCCUPATION,Student
Eric_Cartman,HAS_GRADE,4th_Grade
Eric_Cartman,HAS_ALIASES,AWESOM_O_4000
Eric_Cartman,HAS_ALIASES,Dawg_the_Hall_Monitor
Eric_Cartman,HAS_ALIASES,Erica_Cartman
Eric_Cartman,HAS_ALIASES,The_Coon_character
Eric_Cartman,HAS_ALIASES,The_Grand_Wizard_King
Eric_Cartman,HAS_ALIASES,Mitch_Conner
Eric_Cartman,HAS_ALIASES,Mr_Cartmanez
Eric_Cartman,HAS_ALIASES,Fatass
Eric_Cartman,HAS_RELIGION,Roman_Catholic
Eric_Cartman,HAS_RELIGION,ormerly
Eric_Cartman,HAS_MOTHER,Liane_Cartman
Eric_Cartman,HAS_FATHER,Jack_Tenorman
Eric_Cartman,HAS_HALF-BROTHER,Scott_Tenorman
Eric_Cartman,HAS_GRANDMOTHER,Mabel_Cartman
Eric_Cartman,HAS_GRANDFATHER,Harold_Cartman
Eric_Cartman,HAS_AUNT,Lisa_Cartman
Eric_Cartman,HAS_UNCLE,Uncle_Stinky
Eric_Cartman,HAS_UNCLE,Howard_Cartman
Eric_Cartman,HAS_COUSIN,Alexandra_Cartman
Eric_Cartman,HAS_COUSIN,Elvin_Cartman
Eric_Cartman,HAS_COUSIN,Fred_Cartman
Eric_Cartman,HAS_VOICED_BY,Trey_Parker
Eric_Cartman,HAS_FIRST_APPEARANCE,The_Spirit_of_Christmas_Jesus_vs_Frosty
Eric_Cartman,HAS_FAMILY,Liane_Cartman
Eric_Cartman,HAS_FAMILY,Mr_Kitty
Eric_Cartman,HAS_FAMILY,Fluffy
Eric_Cartman,HAS_EXTENDED_FAMILY,Fat_Bob_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Fred_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Florence_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Harold_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Howard_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Lisa_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Mabel_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Stinky_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Alexandria_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Elvin_Cartman
Eric_Cartman,HAS_EXTENDED_FAMILY,Jack_Tenorman
Eric_Cartman,HAS_EXTENDED_FAMILY,Scott_Tenorman
Eric_Cartman,HAS_NON-CANON_FAMILY,Cartmans_Dad
Eric_Cartman,HAS_NON-CANON_FAMILY,Cartmans_Sister
Eric_Cartman,HAS_NON-CANON_FAMILY,Cartmans_Fantasy_Family
Eric_Cartman,HAS_EX-GIRLFRIEND,Heidi_Turner
Eric_Cartman,HAS_OTHER_PAST_LOVE_INTERESTS,Ms_Ellen
Eric_Cartman,HAS_OTHER_PAST_LOVE_INTERESTS,Patty_Nelson
Eric_Cartman,HAS_OTHER_PAST_LOVE_INTERESTS,Bebe_Stevens
Eric_Cartman,HAS_OTHER_PAST_LOVE_INTERESTS,Cupid_Cartman
Eric_Cartman,HAS_ROMANTIC_RIVALRY,Wendy_Testaburger
Eric_Cartman,HAS_ARCH_RIVAL,Kyle_Broflovski
Eric_Cartman,HAS_BEST_FRIENDS,Kenny_McCormick
Eric_Cartman,HAS_BEST_FRIENDS,Butters_Stotch
Eric_Cartman,HAS_CLOSE_FRIENDS,Stan_Marsh
Eric_Cartman,HAS_CLOSE_FRIENDS,Jimmy_Valmer
Eric_Cartman,HAS_CLOSE_FRIENDS,Clyde_Donovan
Eric_Cartman,HAS_CLOSE_FRIENDS,Scott_Malkinson
Eric_Cartman,HAS_CLOSE_FRIENDS,Clyde_Frog
Eric_Cartman,HAS_CLOSE_FRIENDS,Polly_Prissy_Pants
Eric_Cartman,HAS_CLOSE_FRIENDS,Precious
Eric_Cartman,HAS_CLOSE_FRIENDS,Peter_Panda
Eric_Cartman,HAS_CLOSE_FRIENDS,Rumper_Tumpskin
Eric_Cartman,HAS_CLOSE_FRIENDS,Muscle_Man_Marc
Eric_Cartman,HAS_CLOSE_FRIENDS,Antonio_Banderas_Blowup_Doll
Eric_Cartman,HAS_CLOSE_FRIENDS,Chef
Eric_Cartman,HAS_CLOSE_FRIENDS,Jimbo_Kern
Eric_Cartman,HAS_CLOSE_FRIENDS,Ned_Gerblanski
Eric_Cartman,HAS_CLOSE_FRIENDS,Shelly_Marsh
Eric_Cartman,HAS_CLOSE_FRIENDS,Romper_Stomper
Eric_Cartman,HAS_CLOSE_FRIENDS,Dr_Alphonse_Mephesto
Eric_Cartman,HAS_CLOSE_FRIENDS,K_10
Eric_Cartman,HAS_CLOSE_FRIENDS,Mr_Hat
Eric_Cartman,HAS_CLOSE_FRIENDS,Cthulhu
Eric_Cartman,HAS_CLOSE_FRIENDS,Beth_Dawgs_Bitch
Eric_Cartman,HAS_CLASSMATES,Craig_Tucker
Eric_Cartman,HAS_CLASSMATES,Token_Black
Eric_Cartman,HAS_CLASSMATES,Timmy_Burch
Eric_Cartman,HAS_CLASSMATES,Tweek_Tweak
Eric_Cartman,HAS_CLASSMATES,Red
Eric_Cartman,HAS_CLASSMATES,Annie_Knitts
Eric_Cartman,HAS_CLASSMATES,Kevin_Stoley
Eric_Cartman,HAS_CLASSMATES,Bradley_Biggle
Eric_Cartman,HAS_CLASSMATES,Lola
Eric_Cartman,HAS_CLASSMATES,Dog_Poo_Petuski
Eric_Cartman,HAS_CLASSMATES,Bill_Allen
Eric_Cartman,HAS_CLASSMATES,Fosse_McDonald
Eric_Cartman,HAS_CLASSMATES,Jason_White
Eric_Cartman,HAS_CLASSMATES,Francis
Eric_Cartman,HAS_CLASSMATES,Allie_Nelson
Eric_Cartman,HAS_CLASSMATES,Nichole_Daniels
Eric_Cartman,HAS_CLASSMATES,Pip_Pirrup
Eric_Cartman,HAS_CLASSMATES,Damien_Thorn
Eric_Cartman,HAS_RIVALS,Terrence_Mephesto
Eric_Cartman,HAS_RIVALS,Lizzy
Eric_Cartman,HAS_RIVALS,Trent_Boyett
Eric_Cartman,HAS_RIVALS,Billy_Miller
Eric_Cartman,HAS_RIVALS,Principal_Victoria
Eric_Cartman,HAS_RIVALS,PC_Principal
Eric_Cartman,HAS_RIVALS,David_Rodriguez
Eric_Cartman,HAS_RIVALS,Herbert_Garrison
Eric_Cartman,HAS_RIVALS,Mrs_Nelson
Eric_Cartman,HAS_RIVALS,Mrs_Streibel
Eric_Cartman,HAS_RIVALS,Stephen_Tamill
Eric_Cartman,HAS_RIVALS,Stephen_Tamills_Friends
Eric_Cartman,HAS_RIVALS,Sixth_Grade_Leader
Eric_Cartman,HAS_RIVALS,The_Sixth_Graders
Eric_Cartman,HAS_RIVALS,Mr_Rodriguez
Eric_Cartman,HAS_RIVALS,Mrs_Rodriguez
