character_id:ID,name,wiki_url,image_url,group_name,age,gender,full_name,hair_color,:LABEL
Tweek_Tweak,Tweek Tweak,https://wiki.southpark.cc.com/wiki/Tweek_Tweak,http://southparkstudios.mtvnimages.com/shared/characters/kids/tweek-tweak.png?height=250,Featured 4th Graders,10,Male,Tweek Tweak,Blond,Featured4thGraders;Character;Entity;TheGuy;CloseFriend;Boyfriend;Classmate;Son;Family;FormerMember;Additional;Member
Timmy_Burch,Timmy Burch,https://wiki.southpark.cc.com/wiki/Timmy_Burch,http://southparkstudios.mtvnimages.com/shared/characters/kids/timmy-burch.png?height=250,Featured 4th Graders,10,Male,Timmy Burch,Strawberry Blond,Featured4thGraders;Character;Entity;TheGuy;CloseFriend;BestFriend;Classmate;Rival;Affiliation;Owner;Aliases;ElvenForest;NotableMember;Founder/Leader;FormerEmployee;Scout;Member
Scott_Malkinson,Scott Malkinson,https://wiki.southpark.cc.com/wiki/Scott_Malkinson,http://southparkstudios.mtvnimages.com/shared/characters/kids/scott-malkinson.png?height=250,Featured 4th Graders,9,Male,Scott Malkinson,Brown,Featured4thGraders;Character;Entity;Classmate;TheGuy;CloseFriend
Heidi_Turner,Heidi Turner,https://wiki.southpark.cc.com/wiki/Heidi_Turner,http://southparkstudios.mtvnimages.com/shared/characters/alter-egos/alter-egos-heidi-turner-w-hat.png?height=250,Featured 4th Graders,10,Female,Heidi Turner,Light Brown,Featured4thGraders;Character;Entity;Classmate;Ex-Girlfriend;CloseFriend;Frenemy;Enemy;Member;Friend;Admirer;Daughter;Current
Bebe_Stevens,Bebe Stevens,https://wiki.southpark.cc.com/wiki/Bebe_Stevens,http://southparkstudios.mtvnimages.com/shared/characters/kids/bebe-stevens.png?height=250,Featured 4th Graders,10,Female,Bebe Stevens,Blonde,Featured4thGraders;Character;Entity;Classmate;OtherPastLoveInterest;CloseFriend;BestFriend;Ex-Girlfriend;Friend;Admirer;Daughter;Family;FormerMember;Current;Member
Red,Red,https://wiki.southpark.cc.com/wiki/Red,http://southparkstudios.mtvnimages.com/shared/characters/kids/red.png?height=250,Featured 4th Graders,10,Female,Red,Red,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Ex-Girlfriend;Girlfriend;Friend;Admirer;Member;Daughter;Family;Current
Nichole_Daniels,Nichole Daniels,https://wiki.southpark.cc.com/wiki/Nichole_Daniels,http://southparkstudios.mtvnimages.com/shared/characters/kids/nichole.png?height=250,Featured 4th Graders,10,Female,Nichole Daniels,Black,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Girlfriend;Friend;Current
Annie_Knitts,Annie Knitts,https://wiki.southpark.cc.com/wiki/Annie_Knitts,http://southparkstudios.mtvnimages.com/shared/characters/kids/annie.png?height=250,Featured 4th Graders,10,Female,Annie Knitts,Blonde,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Friend;Admirer;Member
Nelly,Nelly,https://wiki.southpark.cc.com/wiki/Nelly,http://southparkstudios.mtvnimages.com/shared/characters/kids/nelly.png?height=250,Featured 4th Graders,10,Female,Nelly,Brown,Featured4thGraders;Character;Entity;Classmate;FemaleRival;CloseFriend;Girlfriend;Friend
Bradley_Biggle,Bradley Biggle,https://wiki.southpark.cc.com/wiki/Bradley_Biggle,http://southparkstudios.mtvnimages.com/shared/characters/kids/bradley-biggle.png?height=250,Featured 4th Graders,10,Male,Bradley Biggle,Blond,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Member;AdoptedBrother;AdoptedSon;Family;ElvenForest
David_Rodriguez,David Rodriguez,https://wiki.southpark.cc.com/wiki/David_Rodriguez,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-david.png?height=250,Featured 4th Graders,10,Male,David Rodriguez,Black,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Rival;TheGuy;Son
Dog_Poo_Petuski,Dog Poo Petuski,https://wiki.southpark.cc.com/wiki/Dog_Poo_Petuski,http://southparkstudios.mtvnimages.com/shared/characters/kids/dog-poo-patuski.png?height=250,Featured 4th Graders,9,Male,Dog Poo Petuski,Faded Brown,Featured4thGraders;Character;Entity;Classmate;CloseFriend;ElvenForest;Member
Esther,Esther,https://wiki.southpark.cc.com/wiki/Esther,http://southparkstudios.mtvnimages.com/shared/characters/kids/esther.png?height=250,Featured 4th Graders,9,Female,Esther,Black,Featured4thGraders;Character;Entity;CloseFriend;TwinSister;PossibleTwinSister;Member;Friend;Admirer;Former
Francis,Francis,https://wiki.southpark.cc.com/wiki/Francis,http://southparkstudios.mtvnimages.com/shared/characters/kids/francis.png?height=250,Featured 4th Graders,10,Male,Francis,Brown,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Ex-Boyfriend;Unknown;Member
Isla,Isla,https://wiki.southpark.cc.com/wiki/Isla,http://southparkstudios.mtvnimages.com/shared/characters/kids/unamed-3rd-4th-graders-isla.png?height=250,Featured 4th Graders,10,Female,Isla,Brown,Featured4thGraders;Character;Entity;CloseFriend
Jason_White,Jason White,https://wiki.southpark.cc.com/wiki/Jason_White,http://southparkstudios.mtvnimages.com/shared/characters/kids/jason.png?height=250,Featured 4th Graders,10,Male,Jason White,Brown,Featured4thGraders;Character;Entity;Classmate;CloseFriend
Jenny_Simons,Jenny Simons,https://wiki.southpark.cc.com/wiki/Jenny_Simons,http://southparkstudios.mtvnimages.com/shared/characters/kids/jenny-simon.png?height=250,Featured 4th Graders,10,Female,Jennifer “Jenny” Simons,Black,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Friend;Family;Former
Kevin_Stoley,Kevin Stoley,https://wiki.southpark.cc.com/wiki/Kevin_Stoley,http://southparkstudios.mtvnimages.com/shared/characters/kids/kevin-stoley.png?height=250,Featured 4th Graders,9,Male,Kevin Stoley,Black,Featured4thGraders;Character;Entity;Classmate;CloseFriend;Boyfriend;Captain;NotableMember;Member;CurrentMember;Scout
Leroy_Mullins,Leroy Mullins,https://wiki.southpark.cc.com/wiki/Leroy_Mullins,http://southparkstudios.mtvnimages.com/shared/characters/kids/leroy-mullins.png?height=250,Featured 4th Graders,10,Male,Leroy Mullins,Brown,Featured4thGraders;Character;Entity;Unknown
Lola,Lola,https://wiki.southpark.cc.com/wiki/Lola,http://southparkstudios.mtvnimages.com/shared/characters/kids/lola.png?height=250,Featured 4th Graders,10,Female,Lola,Brown,Featured4thGraders;Character;Entity;Classmate;CloseFriend;BestFriend;Friend;Admirer;Current
Marcus_Preston,Marcus Preston,https://wiki.southpark.cc.com/wiki/Marcus_Preston,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-marcus-preston.png?height=250,Featured 4th Graders,10,Male,Marcus Preston,Black,Featured4thGraders;Character;Entity;Acquaintance
Millie_Larsen,Millie Larsen,https://wiki.southpark.cc.com/wiki/Millie_Larsen,http://southparkstudios.mtvnimages.com/shared/characters/kids/millie-larsen.png?height=250,Featured 4th Graders,10,Female,Millie Larsen,Strawberry Blonde,Featured4thGraders;Character;Entity;CloseFriend;Member;Friend;Sister;Admirer;Daughter;Former
Nathan,Nathan,https://wiki.southpark.cc.com/wiki/Nathan,http://southparkstudios.mtvnimages.com/shared/characters/alter-egos/other-4th-graders-nathan-casual-outfit.png?height=250,Featured 4th Graders,10,Male,Nathan,Dirty Blonde,Featured4thGraders;Character;Entity;Rival;CloseFriend;Ex-Boyfriend;NotableMember;FormerEmployee
Pip_Pirrup,Pip Pirrup,https://wiki.southpark.cc.com/wiki/Pip_Pirrup,http://southparkstudios.mtvnimages.com/shared/characters/kids/pip-pirrup.png?height=250,Featured 4th Graders,9,Male,"Phillip ""Pip"" Pirrup",Blond,Featured4thGraders;Character;Entity;CloseFriend;Playmate;Friend;Member
Powder_Turner,Powder Turner,https://wiki.southpark.cc.com/wiki/Powder_Turner,http://southparkstudios.mtvnimages.com/shared/characters/kids/powder.png?height=250,Featured 4th Graders,10,Female,"Sally ""Powder"" Turner",Red,Featured4thGraders;Character;Entity;CloseFriend;Member;Sister
Theresa,Theresa,https://wiki.southpark.cc.com/wiki/Theresa,http://southparkstudios.mtvnimages.com/shared/characters/kids/molly.png?height=250,Featured 4th Graders,10,Female,Theresa,Black,Featured4thGraders;Character;Entity;CloseFriend
Adam_Borque,Adam Borque,https://wiki.southpark.cc.com/wiki/Adam_Borque,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-adam.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity
Alex_Glick,Alex Glick,https://wiki.southpark.cc.com/wiki/Alex_Glick,http://southparkstudios.mtvnimages.com/shared/characters/kids/alex.png?height=250,Other 4th Graders,8,Male,Alex Glick,Dark Brown,Other4thGraders;Character;Entity;VoicedBy
Allen_Varcas,Allen Varcas,https://wiki.southpark.cc.com/wiki/Allen_Varcas,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-allen-varcas-conifer-batter.png?height=250,Other 4th Graders,10,Male,Allen Varcas,,Other4thGraders;Character;Entity
Allie_Nelson,Allie Nelson,https://wiki.southpark.cc.com/wiki/Allie_Nelson,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-grader-allie-nelson.png?height=250,Other 4th Graders,10,Female,Allie Nelson,Brown,Other4thGraders;Character;Entity;CloseFriend;Frenemy
Annie_Butters_Bottom_Bitch,Annie (Butters' Bottom Bitch),https://wiki.southpark.cc.com/wiki/Annie_(Butters%27_Bottom_Bitch),http://southparkstudios.mtvnimages.com/shared/characters/kids/unamed-3rd-4th-graders-annie.png?height=250,Other 4th Graders,8-10,Female,Annie,Red/Orange,Other4thGraders;Character;Entity
Apple_Replacement_Friend,Apple Replacement Friend,https://wiki.southpark.cc.com/wiki/Apple_Replacement_Friend,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-apple-replacement-friend.png?height=250,Other 4th Graders,10,Male,Apple Replacement Friend,Brown,Other4thGraders;Character;Entity
Ashley,Ashley,https://wiki.southpark.cc.com/wiki/Ashley,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-grader-ashley-butters-bottom.png?height=250,Other 4th Graders,10,Female,Ashley,Brown,Other4thGraders;Character;Entity;Aliases
Baahir_Hakeem,Baahir Hakeem,https://wiki.southpark.cc.com/wiki/Baahir_Hakeem,http://southparkstudios.mtvnimages.com/shared/characters/kids/baahir-abdul.png?height=250,Other 4th Graders,10,Male,Baahir Hassan Abdul Hakeem,Black,Other4thGraders;Character;Entity
Beth,Beth,https://wiki.southpark.cc.com/wiki/Beth,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-beth.png?height=250,Other 4th Graders,10,Female,Beth,Blonde,Other4thGraders;Character;Entity
Bill_Allen,Bill Allen,https://wiki.southpark.cc.com/wiki/Bill_Allen,http://southparkstudios.mtvnimages.com/shared/characters/kids/bill-allen.png?height=250,Other 4th Graders,9,Male,Bill Allen,Dark Brown,Other4thGraders;Character;Entity;Rival;CloseFriend;Unknown;Member
Billy_Circlovich,Billy Circlovich,https://wiki.southpark.cc.com/wiki/Billy_Circlovich,http://southparkstudios.mtvnimages.com/shared/characters/kids/billy-circlovich.png?height=250,Other 4th Graders,10,Male,Billy Circlovich,Brown,Other4thGraders;Character;Entity;Son
Billy_Miller,Billy Miller,https://wiki.southpark.cc.com/wiki/Billy_Miller,http://southparkstudios.mtvnimages.com/shared/characters/kids/billy-miller.png?height=250,Other 4th Graders,10,Male,Billy Miller,Black,Other4thGraders;Character;Entity;Rival
Bloodrayne,Bloodrayne,https://wiki.southpark.cc.com/wiki/Bloodrayne,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-grader-bloodrayne.png?height=250,Other 4th Graders,10,Female,"Katie ""Bloodrayne"" Gelson",Grey,Other4thGraders;Character;Entity;Rival;NotableMember
Bobby,Bobby,https://wiki.southpark.cc.com/wiki/Bobby,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-grader-bobby.png?height=250,Other 4th Graders,10,Male,Bobby,Brown,Other4thGraders;Character;Entity
Bradley_Cartman_Sucks,Bradley (Cartman Sucks),https://wiki.southpark.cc.com/wiki/Bradley_(Cartman_Sucks),http://southparkstudios.mtvnimages.com/shared/characters/kids/bradley.png?height=250,Other 4th Graders,10,Male,Bradley (Cartman Sucks),Blonde,Other4thGraders;Character;Entity;CloseFriend
Greeley_Batter_Brian,Greeley Batter (Brian),https://wiki.southpark.cc.com/wiki/Greeley_Batter_(Brian),http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-brian-greely-batter.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity
Carlos_My_Future_Self_N_Me,Carlos (My Future Self N' Me),https://wiki.southpark.cc.com/wiki/Carlos_(My_Future_Self_N%27_Me),http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-carlos.png?height=250,Other 4th Graders,10,Male,Carlos (My Future Self N' Me),Brown,Other4thGraders;Character;Entity
Charlotte,Charlotte,https://wiki.southpark.cc.com/wiki/Charlotte,http://southparkstudios.mtvnimages.com/shared/characters/kids/canadians-charlotte.png?height=250,Other 4th Graders,10,Female,Charlotte,Brown,Other4thGraders;Character;Entity;Ex-Girlfriend
Chris_Donnely,Chris Donnely,https://wiki.southpark.cc.com/wiki/Chris_Donnely,http://southparkstudios.mtvnimages.com/shared/characters/kids/chris-donnely.png?height=250,Other 4th Graders,10,Male,Chris Donnely,Blond,Other4thGraders;Character;Entity;ElvenForest
Christophe_The_Mole,Christophe The Mole,https://wiki.southpark.cc.com/wiki/Christophe_The_Mole,http://southparkstudios.mtvnimages.com/shared/characters/kids/christophe-the-mole.png?height=250,Other 4th Graders,9,Male,Christophe The Mole,Brown,Other4thGraders;Character;Entity;Member
Cosette,Cosette,https://wiki.southpark.cc.com/wiki/Cosette,http://southparkstudios.mtvnimages.com/shared/characters/kids/cosette.png?height=250,Other 4th Graders,10,Female,Cosette,Brown,Other4thGraders;Character;Entity
Damien_Thorn,Damien Thorn,https://wiki.southpark.cc.com/wiki/Damien_Thorn,http://southparkstudios.mtvnimages.com/shared/characters/kids/damien-thorn.png?height=250,Other 4th Graders,10,Male,Damien Thorn,Black,Other4thGraders;Character;Entity;CloseFriend;Son;Family
Daniel_Tanner,Daniel Tanner,https://wiki.southpark.cc.com/wiki/Daniel_Tanner,http://southparkstudios.mtvnimages.com/shared/characters/kids/unamed-4th-graders-annie-knitts-boyfriend.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity;Boyfriend
David_Weatherhead,David Weatherhead,https://wiki.southpark.cc.com/wiki/David_Weatherhead,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-grader-david-weatherhead.png?height=250,Other 4th Graders,10,Male,David Weatherhead,Blond,Other4thGraders;Character;Entity;Brother;FosterSon
Davin_Miller,Davin Miller,https://wiki.southpark.cc.com/wiki/Davin_Miller,http://southparkstudios.mtvnimages.com/shared/characters/kids/davin-miller.png?height=250,Other 4th Graders,10,Male,Davin Miller,Red,Other4thGraders;Character;Entity
Douglas,Douglas,https://wiki.southpark.cc.com/wiki/Douglas,http://southparkstudios.mtvnimages.com/shared/characters/kids/douglas.png?height=250,Other 4th Graders,10,Male,Douglas,Light Brown,Other4thGraders;Character;Entity;Cut/Removed
Emily_Marx,Emily Marx,https://wiki.southpark.cc.com/wiki/Emily_Marx,http://southparkstudios.mtvnimages.com/shared/characters/kids/emily.png?height=250,Other 4th Graders,10,Female,Emily,Blonde,Other4thGraders;Character;Entity;CloseFriend
Emmett_Hollis,Emmett Hollis,https://wiki.southpark.cc.com/wiki/Emmett_Hollis,http://southparkstudios.mtvnimages.com/shared/characters/kids/emmett-hollis.png?height=250,Other 4th Graders,9,Male,Emmett Hollis,light brown,Other4thGraders;Character;Entity;Scout
Estella_Havesham,Estella Havesham,https://wiki.southpark.cc.com/wiki/Estella_Havesham,http://southparkstudios.mtvnimages.com/shared/characters/kids/estella-havisham.png?height=250,Other 4th Graders,9-10,Female,Estella Havisham,Blond,Other4thGraders;Character;Entity;RomanticInterest
Felipe_My_Future_Self_N_Me,Felipe (My Future Self N' Me),https://wiki.southpark.cc.com/wiki/Felipe_(My_Future_Self_N%27_Me),http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-felipe.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity
Ferrari,Ferrari,https://wiki.southpark.cc.com/wiki/Ferrari,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-ferrari.png?height=250,Other 4th Graders,10,Female,Ferrari,Brown,Other4thGraders;Character;Entity
Fosse_McDonald,Fosse McDonald,https://wiki.southpark.cc.com/wiki/Fosse_McDonald,http://southparkstudios.mtvnimages.com/shared/characters/kids/fossie-mcdonald.png?height=250,Other 4th Graders,9,Male,Fosse McDonald,Black,Other4thGraders;Character;Entity;Rival;CloseFriend;Unknown;Member
Frederick_Smith,Frederick Smith,https://wiki.southpark.cc.com/wiki/Frederick_Smith,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-frederick-smith.png?height=250,Other 4th Graders,10,Male,Frederick Smith,Black,Other4thGraders;Character;Entity;Brother;Family
Gary_Borkovec,Gary Borkovec,https://wiki.southpark.cc.com/wiki/Gary_Borkovec,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-gary-borkovec.png?height=250,Other 4th Graders,10,Male,Gary Borkovec,Brown,Other4thGraders;Character;Entity;CloseFriend
Gary_Harrison,Gary Harrison,https://wiki.southpark.cc.com/wiki/Gary_Harrison,http://southparkstudios.mtvnimages.com/shared/characters/kids/gary-harrison.png?height=250,Other 4th Graders,9,Male,Gary Harrison,Blond,Other4thGraders;Character;Entity;Acquaintance;Brother;Family
Gavin_Throttle,Gavin Throttle,https://wiki.southpark.cc.com/wiki/Gavin_Throttle,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-gavin-throttle.png?height=250,Other 4th Graders,10,Male,Gavin Throttle,Brown,Other4thGraders;Character;Entity;Rival;Coach
Gregory_of_Yardale,Gregory of Yardale,https://wiki.southpark.cc.com/wiki/Gregory_of_Yardale,http://southparkstudios.mtvnimages.com/shared/characters/kids/gregory-of-yardale.png?height=250,Other 4th Graders,8,Male,Gregory of Yardale,Blonde,Other4thGraders;Character;Entity;Rival;RomanticInterest;Member
Henry_Kline,Henry Kline,https://wiki.southpark.cc.com/wiki/Henry_Kline,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-henry-kline.png?height=250,Other 4th Graders,10,Male,Henry Kline,Black,Other4thGraders;Character;Entity;CloseFriend
Herbert_Pocket,Herbert Pocket,https://wiki.southpark.cc.com/wiki/Herbert_Pocket,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-pocket.png?height=250,Other 4th Graders,9 (Deceased),Male,Herbert Pocket,Ginger,Other4thGraders;Character;Entity;CloseFriend
Isiah_Jordan,Isiah Jordan,https://wiki.southpark.cc.com/wiki/Isiah_Jordan,http://southparkstudios.mtvnimages.com/shared/characters/kids/isiah-jordan.png?height=250,Other 4th Graders,9,Male,Isiah Jordan,Brown,Other4thGraders;Character;Entity
Jacob_Hallery_The_Poor_Kid,Jacob Hallery (The Poor Kid),https://wiki.southpark.cc.com/wiki/Jacob_Hallery_(The_Poor_Kid),http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-jacob-hallery.png?height=250,Other 4th Graders,10,Male,Jacob Hallery,Brown,Other4thGraders;Character;Entity
Jake,Jake,https://wiki.southpark.cc.com/wiki/Jake,http://southparkstudios.mtvnimages.com/shared/characters/kids/jake.png?height=250,Other 4th Graders,9,Male,Jake,Grayish-brown,Other4thGraders;Character;Entity;Member
Jessica_Rodriguez,Jessica Rodriguez,https://wiki.southpark.cc.com/wiki/Jessica_Rodriguez,http://southparkstudios.mtvnimages.com/shared/characters/kids/jessica-rodriguez.png?height=250,Other 4th Graders,9-10,Female,Jessica Rodriguez,Brown,Other4thGraders;Character;Entity
Jessie,Jessie,https://wiki.southpark.cc.com/wiki/Jessie,http://southparkstudios.mtvnimages.com/shared/characters/kids/jessie.png?height=250,Other 4th Graders,10,Female,Jessie,Blonde,Other4thGraders;Character;Entity;CloseFriend;Aliases
Jessie_Medicinal_Fried_Chicken,Jessie (Medicinal Fried Chicken),https://wiki.southpark.cc.com/wiki/Jessie_(Medicinal_Fried_Chicken),http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-jessie.png?height=250,Other 4th Graders,10,Female,Jessie,Light Brown,Other4thGraders;Character;Entity
Josh_Myers,Josh Myers,https://wiki.southpark.cc.com/wiki/Josh_Myers,http://southparkstudios.mtvnimages.com/shared/characters/kids/josh-myers.png?height=250,Other 4th Graders,10,Male,Josh Myers,Black,Other4thGraders;Character;Entity
Kal,Kal,https://wiki.southpark.cc.com/wiki/Kal,http://southparkstudios.mtvnimages.com/shared/characters/kids/kal.png?height=250,Other 4th Graders,10,Female,Kal,Brown,Other4thGraders;Character;Entity;CloseFriend;Lookalike
Kelly,Kelly,https://wiki.southpark.cc.com/wiki/Kelly,http://southparkstudios.mtvnimages.com/shared/characters/kids/kelly.png?height=250,Other 4th Graders,10,Female,Kelly,Blond,Other4thGraders;Character;Entity;Ex-Girlfriend;Member;CloseFriend
Kelly_Morris,Kelly Morris,https://wiki.southpark.cc.com/wiki/Kelly_Morris,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-kelly-morris.png?height=250,Other 4th Graders,10,Male,Kelly Morris,Light Brown,Other4thGraders;Character;Entity
Kelly_P_Gardner,Kelly P. Gardner,https://wiki.southpark.cc.com/wiki/Kelly_P._Gardner,http://southparkstudios.mtvnimages.com/shared/characters/kids/4th-graders-kelly-p-gardner.png?height=250,Other 4th Graders,9,Female,Kelly P. Gardner,Blond,Other4thGraders;Character;Entity
Kelly_Pinkerton_Tinfurter,Kelly Pinkerton-Tinfurter,https://wiki.southpark.cc.com/wiki/Kelly_Pinkerton-Tinfurter,http://southparkstudios.mtvnimages.com/shared/characters/kids/kelly-pinkerton-tinfurter.png?height=250,Other 4th Graders,10,Female,Kelly Pinkerton-Tinfurter,Blonde,Other4thGraders;Character;Entity;CloseFriend;Friend
Kelly_Rutherford_Menskin,Kelly Rutherford-Menskin,https://wiki.southpark.cc.com/wiki/Kelly_Rutherford-Menskin,http://southparkstudios.mtvnimages.com/shared/characters/kids/kelly-rutherford-menskin.png?height=250,Other 4th Graders,10,Female,Kelly Rutherford-Menskin,Brown,Other4thGraders;Character;Entity;CloseFriend;Friend
Kevin_Summer_Sucks,Kevin (Summer Sucks),https://wiki.southpark.cc.com/wiki/Kevin_(Summer_Sucks),http://southparkstudios.mtvnimages.com/shared/characters/kids/kevin.png?height=250,Other 4th Graders,10,Male,Kevin (Summer Sucks),Brown,Other4thGraders;Character;Entity;Cut/Removed
King_Douchebag,King Douchebag,https://wiki.southpark.cc.com/wiki/King_Douchebag,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-king-douchebag.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity
Sir_Douchebag,Sir Douchebag,https://wiki.southpark.cc.com/wiki/Sir_Douchebag,http://southparkstudios.mtvnimages.com/shared/characters/kids/other-4th-graders-sir-douchebag.png?height=250,Other 4th Graders,,,,,Other4thGraders;Character;Entity
